FID,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc
43737,417,2002,12,31,2002-12-31,09:47:00,3,FL,12,43,1,0,0,0.6,0,30.42,-86.72,30.42,-86.72,0.5,40,0
43738,403,2002,12,31,2002-12-31,22:10:00,3,FL,12,42,0,0,0,0.01,0,27.28,-82.53,27.28,-82.53,2,30,0
43744,13,2003,2,16,2003-02-16,04:00:00,3,FL,12,1,1,0,0,0.25,0,30.07,-85.58,30.07,-85.58,0.2,200,0
43745,15,2003,2,16,2003-02-16,04:30:00,3,FL,12,2,0,0,0,0.1,0,30.63,-85.72,30.63,-85.72,0.2,75,0
43746,14,2003,2,16,2003-02-16,05:37:00,3,FL,12,3,0,0,0,0.25,0,29.82,-85.3,29.82,-85.3,0.2,75,0
43758,18,2003,3,10,2003-03-10,18:44:00,3,FL,12,4,0,0,0,0.15,0,27.38,-82.55,27.38,-82.52,3,50,0
43782,46,2003,3,20,2003-03-20,02:50:00,3,FL,12,5,2,3,0,0.5,0,30.7,-85.05,30.77,-84.92,8,300,0
43790,20,2003,3,27,2003-03-27,13:20:00,3,FL,12,6,1,0,0,0.05,0,26.18,-81.77,26.17,-81.75,1,50,0
43791,19,2003,3,27,2003-03-27,13:30:00,3,FL,12,7,0,0,0,0,0,26.32,-81.75,26.33,-81.7,5,40,0
43792,21,2003,3,27,2003-03-27,14:00:00,3,FL,12,8,0,0,0,0,0,25.9,-81.3,25.9,-81.3,0.5,20,0
43793,22,2003,3,27,2003-03-27,14:01:00,3,FL,12,9,1,0,0,0,0,26.72,-81.37,26.72,-81.37,1,30,0
43794,23,2003,3,27,2003-03-27,14:15:00,3,FL,12,10,0,0,0,0,0,26.68,-80.67,26.68,-80.67,0.5,25,0
43795,24,2003,3,27,2003-03-27,14:30:00,3,FL,12,11,0,0,0,0,0,25.77,-80.57,25.77,-80.57,0.2,20,0
43796,695,2003,3,27,2003-03-27,16:15:00,3,FL,12,12,1,0,0,0.08,0,25.92,-80.18,25.98,-80.15,2,300,0
43797,25,2003,3,27,2003-03-27,16:46:00,3,FL,12,13,2,14,1,8,0,25.77,-80.2,25.77,-80.2,6,600,0
43853,35,2003,4,18,2003-04-18,15:00:00,3,FL,12,14,1,0,0,0,0,26.6,-80.72,26.55,-80.72,3,30,0
43912,100,2003,4,25,2003-04-25,03:55:00,3,FL,12,15,0,0,0,0.01,0,30.82,-86.55,30.82,-86.55,0.1,20,0
43913,101,2003,4,25,2003-04-25,04:10:00,3,FL,12,16,0,0,0,0.01,0,30.8,-86.42,30.8,-86.42,0.1,20,0
43914,72,2003,4,25,2003-04-25,04:20:00,3,FL,12,17,0,0,0,0.1,0,30.85,-86.28,30.85,-86.28,0.2,75,0
43918,37,2003,4,25,2003-04-25,12:40:00,3,FL,12,19,0,0,0,0,0,29.83,-82.6,29.83,-82.6,0.1,10,0
43920,38,2003,4,25,2003-04-25,13:00:00,3,FL,12,20,0,0,0,0,0,30.35,-82.98,30.35,-82.98,1,50,0
43921,39,2003,4,25,2003-04-25,13:05:00,3,FL,12,21,0,0,0,0,0,29.68,-82.35,29.68,-82.35,0.1,10,0
44448,260,2003,5,19,2003-05-19,16:00:00,3,FL,12,22,0,0,0,0,0,27.6,-81.68,27.6,-81.68,0.3,20,0
44452,261,2003,5,24,2003-05-24,16:50:00,3,FL,12,23,0,0,0,0,0,27.88,-82,27.88,-82,0.2,30,0
44634,401,2003,6,18,2003-06-18,11:13:00,3,FL,12,24,0,0,0,0.02,0,27.53,-82.58,27.55,-82.6,1,40,0
44635,296,2003,6,19,2003-06-19,12:15:00,3,FL,12,25,0,0,0,0,0,26.23,-80.12,26.23,-80.12,0.1,10,0
44647,295,2003,6,22,2003-06-22,14:15:00,3,FL,12,26,0,0,0,0.05,0,29.25,-82.3,29.25,-82.3,1.5,100,0
44783,403,2003,6,29,2003-06-29,16:52:00,3,FL,12,27,0,0,0,0.04,0,28.37,-82.18,28.37,-82.18,0.7,100,0
44784,402,2003,6,29,2003-06-29,21:52:00,3,FL,12,28,0,0,0,0.05,0,26.95,-82.07,26.97,-82.07,0.7,100,0
44839,486,2003,7,8,2003-07-08,16:35:00,3,FL,12,29,1,0,0,0.02,0,28.02,-82.27,28.07,-82.27,2.2,200,0
44898,487,2003,7,15,2003-07-15,16:59:00,3,FL,12,31,0,0,0,0,0,26.18,-80.98,26.18,-80.98,0.2,10,0
44963,591,2003,8,3,2003-08-03,12:18:00,3,FL,12,32,0,0,0,0,0,26.82,-80.67,26.82,-80.67,0.1,10,0
44972,656,2003,8,6,2003-08-06,12:20:00,3,FL,12,33,0,0,0,0,0,28.35,-80.73,28.33,-80.72,1,30,0
44976,588,2003,8,7,2003-08-07,15:10:00,3,FL,12,34,0,0,0,0.05,0,26.93,-80.1,26.93,-80.1,1.5,70,0
44977,589,2003,8,7,2003-08-07,15:30:00,3,FL,12,35,1,28,0,80,0,26.8,-80.07,26.77,-80.05,4,300,0
44983,617,2003,8,12,2003-08-12,15:50:00,3,FL,12,37,0,0,0,0,0,30.43,-84.57,30.47,-84.53,3,50,0
44988,593,2003,8,20,2003-08-20,07:00:00,3,FL,12,38,0,0,0,0,0,26.68,-80.05,26.68,-80.05,0.4,15,0
45003,637,2003,9,5,2003-09-05,11:00:00,3,FL,12,39,0,0,0,0,0,25.68,-80.32,25.68,-80.32,1,20,0
45056,662,2003,10,28,2003-10-28,14:30:00,3,FL,12,41,1,0,0,0.1,0,30.07,-83.58,30.12,-83.5,6.5,50,0
45057,642,2003,10,29,2003-10-29,00:20:00,3,FL,12,42,0,0,0,0,0,25.8,-81.05,25.8,-81.05,0.5,15,0
45058,643,2003,10,29,2003-10-29,01:45:00,3,FL,12,43,0,0,0,0.02,0,25.93,-80.27,25.93,-80.27,0.3,15,0
45111,658,2003,11,28,2003-11-28,14:28:00,3,FL,12,44,0,0,0,0.03,0,29.28,-82.33,29.28,-82.33,0.2,60,0
45122,4,2004,2,24,2004-02-24,12:45:00,3,FL,12,1,0,0,0,0.01,0,28.05,-81.82,28.05,-81.82,0.3,30,0
45154,741,2004,3,16,2004-03-16,14:15:00,3,FL,12,2,0,0,0,0.02,0,27,-80.2,27,-80.2,0.2,30,0
45155,742,2004,3,16,2004-03-16,14:28:00,3,FL,12,3,0,0,0,0.01,0,27.07,-80.15,27.07,-80.15,0.1,30,0
45201,3,2004,4,12,2004-04-12,04:45:00,3,FL,12,4,1,0,0,0.1,0,26.17,-81.67,26.17,-81.67,2,50,0
45202,73,2004,4,12,2004-04-12,05:05:00,3,FL,12,5,0,0,0,0.03,0,26.97,-82.33,26.97,-82.33,0.3,20,0
45297,30,2004,4,29,2004-04-29,20:36:00,3,FL,12,6,0,0,0,0.1,0,30.77,-85.85,30.77,-85.85,0.5,75,0
45814,213,2004,6,2,2004-06-02,12:30:00,3,FL,12,7,0,0,0,0.01,0,30.18,-85.8,30.18,-85.8,0.2,50,0
45824,218,2004,6,4,2004-06-04,12:50:00,3,FL,12,8,1,0,0,0.31,0,27.6,-81.97,27.62,-81.93,3,70,0
45862,215,2004,6,8,2004-06-08,14:05:00,3,FL,12,9,0,0,0,0.04,0,26.65,-81.92,26.62,-81.9,2,50,0
45864,217,2004,6,8,2004-06-08,15:20:00,3,FL,12,11,0,0,0,0.01,0,27.47,-82.57,27.47,-82.58,0.5,50,0
46068,239,2004,6,26,2004-06-26,15:30:00,3,FL,12,12,0,0,0,0.01,0,26.75,-81.43,26.75,-81.43,0.6,15,0
46129,299,2004,7,10,2004-07-10,16:00:00,3,FL,12,13,0,0,0,0.01,0,26.23,-81.8,26.23,-81.8,0.2,10,0
46132,311,2004,7,11,2004-07-11,15:44:00,3,FL,12,14,1,0,0,0.03,0,29.1,-82.53,29.1,-82.53,1,50,0
46211,460,2004,8,4,2004-08-04,11:50:00,3,FL,12,15,0,0,0,0,0,28.08,-80.57,28.08,-80.57,2,30,0
46226,459,2004,8,6,2004-08-06,14:25:00,3,FL,12,16,0,0,0,0,0,27.5,-80.38,27.5,-80.38,0.2,30,0
46231,461,2004,8,8,2004-08-08,09:43:00,3,FL,12,17,0,0,0,0,0,29.22,-81.03,29.22,-81.03,0.1,20,0
46250,319,2004,8,10,2004-08-10,05:55:00,3,FL,12,18,0,0,0,0,0,26.68,-80.05,26.68,-80.05,0.1,10,0
46259,458,2004,8,12,2004-08-12,12:25:00,3,FL,12,19,0,0,0,0,0,27.27,-80.32,27.27,-80.32,0.1,30,0
46261,305,2004,8,12,2004-08-12,12:50:00,3,FL,12,20,1,0,0,0,0,29.92,-82.42,29.92,-82.42,1,1,0
46262,306,2004,8,12,2004-08-12,13:00:00,3,FL,12,21,1,0,0,0,0,30.05,-82.08,30.05,-82.08,1,1,0
46264,307,2004,8,12,2004-08-12,14:00:00,3,FL,12,22,2,0,0,0,0,30.47,-81.8,30.4,-81.68,7,1,0
46265,320,2004,8,12,2004-08-12,14:05:00,3,FL,12,23,0,0,0,0,0,26.35,-80.08,26.35,-80.08,0.3,15,0
46270,385,2004,8,12,2004-08-12,17:45:00,3,FL,12,24,0,0,0,0,0,26.45,-82.02,26.45,-82.02,0.1,20,0
46276,321,2004,8,13,2004-08-13,09:04:00,3,FL,12,25,2,0,0,0.05,0,26.15,-80.93,26.75,-80.93,42,100,0
46277,1518,2004,8,13,2004-08-13,10:05:00,3,FL,12,26,0,0,0,0,0,27.4,-81.67,27.45,-81.65,2,30,0
46278,1519,2004,8,13,2004-08-13,11:00:00,3,FL,12,27,0,0,0,0,0,27.9,-81.58,27.92,-81.58,1,30,0
46279,1520,2004,8,13,2004-08-13,11:55:00,3,FL,12,28,0,0,0,0,0,28.17,-81.6,28.18,-81.6,1,30,0
46280,1521,2004,8,13,2004-08-13,13:10:00,3,FL,12,29,0,0,0,0.01,0,27.3,-81.85,27.32,-81.85,1,30,0
46281,1624,2004,8,13,2004-08-13,13:40:00,3,FL,12,30,0,0,0,0,0,26.58,-81.98,26.58,-81.98,0.2,50,0
46282,1625,2004,8,13,2004-08-13,13:55:00,3,FL,12,31,1,0,0,0,0,26.5,-82.18,26.47,-82.17,1.8,100,0
46283,386,2004,8,13,2004-08-13,14:15:00,3,FL,12,32,1,0,0,0,0,27,-82.07,26.97,-82.1,2.5,50,0
46284,1600,2004,8,13,2004-08-13,14:30:00,3,FL,12,33,0,0,0,0,0,28.17,-81.1,28.17,-81.1,0.2,30,0
46286,1601,2004,8,13,2004-08-13,17:26:00,3,FL,12,34,1,0,0,0,0,29.2,-81.02,29.2,-81.02,0.4,40,0
46287,1602,2004,8,13,2004-08-13,17:40:00,3,FL,12,35,0,1,0,0,0,29.2,-81,29.2,-81,30,20,0
46288,1603,2004,8,13,2004-08-13,18:26:00,3,FL,12,36,1,0,0,0,0,28.3,-81.23,28.3,-81.23,2,200,0
46289,1604,2004,8,13,2004-08-13,18:50:00,3,FL,12,37,1,0,0,0,0,28.25,-81.22,28.25,-81.25,2,3000,0
46291,1621,2004,8,14,2004-08-14,10:05:00,3,FL,12,38,0,0,0,0,0,28.6,-82.33,28.63,-82.28,3,40,0
46293,1622,2004,8,14,2004-08-14,12:10:00,3,FL,12,39,0,0,0,0,0,28.28,-82.68,28.28,-82.67,1,30,0
46299,1623,2004,8,14,2004-08-14,15:41:00,3,FL,12,40,0,0,0,0,0,29.57,-82.88,29.57,-82.88,1,30,0
46311,322,2004,8,19,2004-08-19,13:30:00,3,FL,12,41,0,0,0,0,0,26.8,-80.13,26.8,-80.13,0.1,10,0
46381,581,2004,9,4,2004-09-04,09:04:00,3,FL,12,43,0,0,0,0,0,28.25,-81.23,28.25,-81.23,0.1,20,0
46382,533,2004,9,4,2004-09-04,20:08:00,3,FL,12,44,0,0,0,0,0,28.12,-81.98,28.07,-82.02,3.6,50,0
46383,442,2004,9,5,2004-09-05,03:05:00,3,FL,12,45,0,0,0,0.01,0,30.1,-81.55,30.1,-81.63,5,75,0
46384,448,2004,9,5,2004-09-05,04:05:00,3,FL,12,46,0,0,0,0,0,29.42,-82.12,29.42,-82.12,1,75,0
46385,443,2004,9,5,2004-09-05,06:10:00,3,FL,12,47,0,0,0,0,0,30.17,-81.7,30.17,-81.7,1,75,0
46386,444,2004,9,5,2004-09-05,07:20:00,3,FL,12,48,0,0,0,0,0,29.55,-81.22,29.55,-81.22,0.5,75,0
46387,445,2004,9,5,2004-09-05,07:25:00,3,FL,12,49,0,0,0,0.08,0,29.65,-81.37,29.65,-81.37,3,75,0
46388,437,2004,9,5,2004-09-05,12:30:00,3,FL,12,50,0,0,0,0,0,30.23,-82.82,30.23,-82.82,0.5,75,0
46389,447,2004,9,5,2004-09-05,13:13:00,3,FL,12,51,0,0,0,0,0,29.43,-81.52,29.43,-81.52,0.5,75,0
46395,446,2004,9,5,2004-09-05,16:50:00,3,FL,12,52,0,0,0,0,0,29.65,-81.7,29.62,-81.9,10,75,0
46396,438,2004,9,5,2004-09-05,17:00:00,3,FL,12,53,0,0,0,0,0,29.83,-82.6,29.83,-82.6,5,75,0
46410,449,2004,9,6,2004-09-06,00:15:00,3,FL,12,54,0,0,0,0.06,0,30.08,-81.45,30.08,-81.45,1,75,0
46414,534,2004,9,6,2004-09-06,08:32:00,3,FL,12,55,0,0,0,0,0,27.85,-81.87,27.85,-81.87,0.3,30,0
46419,480,2004,9,6,2004-09-06,14:40:00,3,FL,12,56,0,0,0,0,0,26.93,-80.1,26.93,-80.1,0.2,10,0
46420,452,2004,9,6,2004-09-06,16:45:00,3,FL,12,57,1,0,0,0,0,30,-81.68,30,-81.68,0.5,75,0
46421,450,2004,9,6,2004-09-06,17:10:00,3,FL,12,58,0,0,0,0.01,0,30.1,-81.63,30.1,-81.63,1,75,0
46422,451,2004,9,6,2004-09-06,17:20:00,3,FL,12,59,0,0,0,0.02,0,30.1,-81.63,30.1,-81.63,1,75,0
46423,535,2004,9,6,2004-09-06,20:00:00,3,FL,12,60,0,0,0,0,0,28.4,-82.68,28.4,-82.68,0.2,30,0
46442,441,2004,9,7,2004-09-07,08:00:00,3,FL,12,61,0,0,0,0,0,29.07,-81.97,29.07,-81.97,0.5,75,0
46445,439,2004,9,7,2004-09-07,08:45:00,3,FL,12,62,0,0,0,0,0,29.62,-81.9,29.62,-81.9,0.5,75,0
46448,440,2004,9,7,2004-09-07,10:00:00,3,FL,12,63,0,0,0,0,0,30.08,-81.45,30.08,-81.45,0.5,75,0
46453,427,2004,9,7,2004-09-07,11:35:00,3,FL,12,64,0,0,0,0,0,30.33,-81.6,30.33,-81.6,1,1,0
46455,436,2004,9,7,2004-09-07,11:40:00,3,FL,12,65,0,0,0,0.05,0,29.88,-81.35,29.88,-81.35,0.5,75,0
46471,428,2004,9,7,2004-09-07,17:50:00,3,FL,12,66,0,0,0,0,0,30.3,-81.4,30.3,-81.4,1,1,0
46506,473,2004,9,15,2004-09-15,13:55:00,3,FL,12,69,0,0,0,0.01,0,30.33,-87,30.35,-87.18,12,30,0
46507,542,2004,9,15,2004-09-15,14:35:00,3,FL,12,70,0,0,0,0.03,0,29.92,-85.38,29.95,-85.42,3,100,0
46508,544,2004,9,15,2004-09-15,14:40:00,3,FL,12,71,1,7,1,5,0,30.1,-85.75,30.17,-85.73,5,200,0
46510,1643,2004,9,15,2004-09-15,14:43:00,3,FL,12,72,1,1,1,0.5,0,29.98,-85.4,30.03,-85.47,5,200,0
46512,1642,2004,9,15,2004-09-15,15:00:00,3,FL,12,73,1,0,0,2,0,30.13,-85.17,30.17,-85.62,6,200,0
46518,1638,2004,9,15,2004-09-15,17:20:00,3,FL,12,74,0,0,0,0.01,0,30.33,-85.4,30.4,-85.48,7,75,0
46521,1637,2004,9,15,2004-09-15,18:37:00,3,FL,12,75,0,0,0,0.05,0,30.65,-85.48,30.8,-85.55,12,75,0
46523,1636,2004,9,15,2004-09-15,18:55:00,3,FL,12,76,1,0,0,0.25,0,30.85,-85.6,30.88,-85.67,4,100,0
46524,1634,2004,9,15,2004-09-15,19:15:00,3,FL,12,77,0,0,0,0.01,0,29.9,-84.73,29.95,-84.78,5,100,0
46525,1635,2004,9,15,2004-09-15,19:30:00,3,FL,12,78,1,0,0,0.1,0,30.05,-84.85,30.2,-84.9,10,200,0
46526,425,2004,9,15,2004-09-15,19:45:00,3,FL,12,79,1,0,0,0,0,29.05,-82.47,29.1,-82.43,4,1,0
46527,545,2004,9,15,2004-09-15,20:07:00,3,FL,12,80,2,5,4,2.5,0,30.5,-85.05,30.57,-85.12,7,600,0
46528,536,2004,9,15,2004-09-15,20:17:00,3,FL,12,81,0,0,0,0,0,29.38,-82.45,29.38,-82.45,0.2,30,0
46529,537,2004,9,15,2004-09-15,20:22:00,3,FL,12,82,0,0,0,0,0,29.45,-82.65,29.45,-82.65,0.2,30,0
46530,543,2004,9,15,2004-09-15,20:31:00,3,FL,12,83,2,3,0,3,0,30.72,-85.17,30.87,-85.23,8,500,0
46535,1627,2004,9,16,2004-09-16,03:45:00,3,FL,12,84,0,0,0,0.05,0,30.52,-83.97,30.53,-84.03,5.5,75,0
46539,1626,2004,9,16,2004-09-16,07:50:00,3,FL,12,85,0,0,0,0.05,0,29.68,-83.4,29.68,-83.4,0.2,50,0
46623,478,2004,9,19,2004-09-19,14:15:00,3,FL,12,86,1,0,0,0.07,0,26.12,-81.78,26.12,-81.78,0.5,20,0
46624,479,2004,9,19,2004-09-19,14:20:00,3,FL,12,87,0,0,0,0.01,0,26.12,-81.78,26.12,-81.78,0.5,15,0
46625,538,2004,9,19,2004-09-19,14:28:00,3,FL,12,88,0,0,0,0,0,26.6,-81.98,26.6,-81.98,0.3,50,0
46629,1715,2004,9,25,2004-09-25,21:04:00,3,FL,12,90,1,0,0,0.02,0,27.63,-80.43,27.63,-80.48,0.5,30,0
46630,431,2004,9,25,2004-09-25,22:30:00,3,FL,12,91,0,0,0,0,0,29.47,-81.13,29.47,-81.13,1,1,0
46633,432,2004,9,26,2004-09-26,10:05:00,3,FL,12,94,0,0,0,0,0,29.33,-81.32,29.55,-81.57,21,1,0
46634,429,2004,9,26,2004-09-26,12:55:00,3,FL,12,95,0,0,0,0,0,29.77,-81.38,29.72,-81.32,2,1,0
46635,433,2004,9,26,2004-09-26,17:15:00,3,FL,12,96,0,0,0,0,0,30.1,-81.63,30.1,-81.63,1,1,0
46636,434,2004,9,26,2004-09-26,17:30:00,3,FL,12,97,0,0,0,0,0,30.18,-81.38,30.18,-81.38,2,1,0
46637,435,2004,9,26,2004-09-26,18:10:00,3,FL,12,98,0,0,0,0,0,29.9,-81.48,29.9,-81.48,2,1,0
46779,635,2004,11,12,2004-11-12,11:40:00,3,FL,12,100,1,0,0,0.01,0,30.63,-83.57,30.63,-83.57,0.2,50,0
46890,691,2004,11,24,2004-11-24,08:55:00,3,FL,12,101,1,0,0,0.07,0,30.63,-87.03,30.63,-87.03,1,50,0
46891,637,2004,11,24,2004-11-24,10:41:00,3,FL,12,102,1,0,0,0.04,0,30.45,-86.13,30.45,-86.13,0.2,100,0
46892,638,2004,11,24,2004-11-24,10:55:00,3,FL,12,103,0,0,0,0.01,0,30.58,-85.93,30.58,-85.93,0.2,50,0
46893,636,2004,11,24,2004-11-24,11:50:00,3,FL,12,104,0,0,0,0.01,0,30.18,-85.8,30.18,-85.8,0.1,50,0
46903,694,2004,11,27,2004-11-27,11:55:00,3,AL,1,57,1,0,0,0.2,0,30.52,-87.48,30.52,-87.4,4,200,0
46972,13,2005,2,27,2005-02-27,14:45:00,3,FL,12,1,1,1,0,0.6,0,28.03,-80.58,28.03,-80.58,3,50,0
46974,662,2005,3,7,2005-03-07,21:15:00,3,FL,12,2,0,0,0,0.15,0,29.93,-85.35,29.93,-85.35,0.2,50,0
46975,663,2005,3,7,2005-03-07,21:25:00,3,FL,12,3,0,0,0,0.07,0,30.12,-85.2,30.13,-85.18,1,50,0
47073,30,2005,4,7,2005-04-07,13:40:00,3,FL,12,4,1,3,0,0,0,29.17,-82.22,29.18,-82.13,8,1000,0
47137,62,2005,4,23,2005-04-23,01:55:00,3,FL,12,5,0,0,0,0.12,0,30,-83.07,29.98,-83.05,0.5,75,0
47140,64,2005,4,23,2005-04-23,17:30:00,3,FL,12,6,1,0,0,0.25,0,27.93,-81.98,27.97,-81.88,7,150,0
47148,63,2005,4,26,2005-04-26,16:05:00,3,FL,12,7,1,0,0,0.35,0,30.83,-85.7,30.82,-85.7,1.1,150,0
47167,91,2005,5,3,2005-05-03,20:30:00,3,FL,12,8,0,0,0,0,0,27.38,-81.03,27.38,-81.03,4,40,0
47260,92,2005,5,25,2005-05-25,13:15:00,3,FL,12,9,0,0,0,0.01,0,27.27,-80.32,27.27,-80.32,0.4,4,0
47286,101,2005,5,31,2005-05-31,21:38:00,3,FL,12,10,1,0,0,0.08,0,28.2,-82.48,28.22,-82.47,1.5,100,0
47524,121,2005,6,18,2005-06-18,15:19:00,3,FL,12,12,0,0,0,0.05,0,26.47,-80.18,26.47,-80.18,0.5,20,0
47540,130,2005,6,21,2005-06-21,14:26:00,3,FL,12,13,0,0,0,0,0,29.65,-81.63,29.72,-81.57,1,0,0
47542,214,2005,6,22,2005-06-22,14:50:00,3,FL,12,14,0,0,0,0.01,0,24.7,-81.08,24.7,-81.08,0.2,30,0
47546,119,2005,6,23,2005-06-23,14:28:00,3,FL,12,15,0,0,0,0,0,27.88,-82.77,27.9,-82.77,0.5,40,0
47598,120,2005,6,30,2005-06-30,13:30:00,3,FL,12,16,0,0,0,0,0,27.98,-81.88,27.98,-81.88,0.5,40,0
47636,264,2005,7,6,2005-07-06,05:50:00,3,FL,12,17,0,0,0,0.02,0,30.62,-87.33,30.62,-87.33,1,30,0
47637,266,2005,7,6,2005-07-06,06:11:00,3,FL,12,18,0,0,0,0.01,0,30.97,-87.43,30.97,-87.43,0.5,30,0
47640,268,2005,7,6,2005-07-06,09:55:00,3,FL,12,19,0,0,0,0.01,0,30.97,-86.47,30.97,-86.47,1,30,0
47685,276,2005,7,9,2005-07-09,03:50:00,3,FL,12,20,0,0,0,0.05,0,27.53,-81.82,27.53,-81.8,1,100,0
47686,278,2005,7,9,2005-07-09,04:00:00,3,FL,12,21,1,0,0,0.21,0,27.53,-82.43,27.48,-82.4,0.5,150,0
47687,277,2005,7,9,2005-07-09,04:30:00,3,FL,12,22,0,0,0,0.04,0,27.92,-82.27,27.92,-82.28,0.6,40,0
47688,281,2005,7,9,2005-07-09,04:30:00,3,FL,12,23,0,0,0,0,0,27.85,-82.53,27.85,-82.53,0.3,40,0
47689,282,2005,7,9,2005-07-09,04:55:00,3,FL,12,24,0,0,0,0,0,27.82,-82.68,27.82,-82.7,0.1,40,0
47690,279,2005,7,9,2005-07-09,10:00:00,3,FL,12,25,0,0,0,0,0,27.97,-82.32,27.97,-82.32,0.5,40,0
47691,280,2005,7,9,2005-07-09,12:40:00,3,FL,12,26,0,0,0,0,0,28.9,-82.48,28.9,-82.5,0.7,40,0
47693,132,2005,7,9,2005-07-09,20:40:00,3,FL,12,27,0,0,0,0,0,30.25,-82.9,30.25,-82.9,1,25,0
47694,131,2005,7,10,2005-07-10,15:40:00,3,FL,12,28,0,0,0,0,0,30.33,-82.98,30.45,-83.05,10,50,0
47709,163,2005,7,14,2005-07-14,15:36:00,3,FL,12,29,0,0,0,0,0,26.67,-80.32,26.67,-80.32,0.4,10,0
47725,284,2005,7,20,2005-07-20,16:05:00,3,FL,12,31,0,0,0,0.44,0,27.9,-82.8,27.9,-82.8,0.7,75,0
47747,166,2005,8,3,2005-08-03,16:42:00,3,FL,12,32,0,0,0,0,0,29.52,-82.27,29.52,-82.27,0.1,0,0
47754,323,2005,8,12,2005-08-12,15:56:00,3,FL,12,33,0,0,0,0,0,27.8,-81.57,27.8,-81.57,0.5,40,0
47803,403,2005,8,26,2005-08-26,02:45:00,3,FL,12,34,2,0,0,5,0,24.7,-81.08,24.7,-81.08,1.2,20,0
47809,390,2005,8,28,2005-08-28,20:30:00,3,FL,12,35,0,0,0,0.01,0,30.48,-86.5,30.48,-86.5,0.5,30,0
47810,391,2005,8,29,2005-08-29,06:05:00,3,FL,12,36,0,0,0,0.01,0,30.85,-86.93,30.85,-86.97,3,30,0
47811,392,2005,8,29,2005-08-29,06:07:00,3,FL,12,37,0,0,0,0.01,0,30.97,-87.27,30.97,-87.27,1,30,0
47813,394,2005,8,29,2005-08-29,07:42:00,3,FL,12,38,0,0,0,0.01,0,30.72,-86.77,30.72,-86.77,1,30,0
47814,395,2005,8,29,2005-08-29,07:47:00,3,FL,12,39,0,0,0,0.01,0,30.85,-86.87,30.85,-86.87,1,30,0
47875,408,2005,9,10,2005-09-10,19:09:00,3,FL,12,41,0,0,0,0,0,25.77,-80.2,25.77,-80.2,3,50,0
47994,397,2005,9,26,2005-09-26,12:30:00,3,FL,12,42,0,0,0,0,0,30.63,-87.03,30.63,-87.03,0.1,30,0
47995,398,2005,9,26,2005-09-26,14:41:00,3,FL,12,43,0,0,0,0,0,30.6,-87.15,30.6,-87.15,0.1,30,0
47996,399,2005,9,26,2005-09-26,15:05:00,3,FL,12,44,0,0,0,0,0,30.6,-87.02,30.6,-87.02,0.1,30,0
47997,410,2005,9,27,2005-09-27,15:27:00,3,FL,12,45,0,0,0,0,0,26.05,-81.67,26.05,-81.67,0.5,30,0
48010,490,2005,10,23,2005-10-23,15:35:00,3,FL,12,46,0,0,0,0,0,27.48,-81.8,27.48,-81.8,0.5,50,0
48011,491,2005,10,23,2005-10-23,17:37:00,3,FL,12,47,0,0,0,0.01,0,27.9,-81.98,27.9,-81.98,1,50,0
48012,1191,2005,10,23,2005-10-23,19:30:00,3,FL,12,48,0,0,0,0.05,0,28.33,-80.72,28.35,-80.72,3,40,0
48013,488,2005,10,24,2005-10-24,00:30:00,3,FL,12,49,1,0,0,0.04,0,25.92,-81.3,25.95,-81.35,5,50,0
48014,492,2005,10,24,2005-10-24,04:00:00,3,FL,12,50,0,0,0,0.01,0,27.4,-81.45,27.4,-81.5,1,50,0
48016,1193,2005,10,24,2005-10-24,05:40:00,3,FL,12,52,0,0,0,0.01,0,28.03,-80.58,28.03,-80.58,0.1,20,0
48172,611,2005,12,5,2005-12-05,12:10:00,3,FL,12,54,1,0,0,1.25,0,30.18,-84.38,30.22,-84.32,4,100,0
48173,609,2005,12,5,2005-12-05,12:40:00,3,FL,12,55,0,0,0,0,0,30.3,-84.23,30.3,-84.23,0.2,30,0
48179,607,2005,12,24,2005-12-24,22:45:00,3,FL,12,56,0,0,0,0.65,0,30.23,-85.68,30.27,-85.68,2.7,100,0
48198,6,2006,1,2,2006-01-02,11:55:00,3,FL,12,1,0,0,0,0.01,0,30.02,-84.98,30.02,-84.98,0.2,50,0
48217,25,2006,1,13,2006-01-13,10:41:00,3,FL,12,2,0,13,0,2,0,30.8,-86.7,30.83,-86.65,4,50,0
48218,26,2006,1,13,2006-01-13,10:56:00,3,FL,12,3,1,0,0,0.5,0,30.85,-87.02,30.85,-87.02,0.8,75,0
48362,170,2006,3,23,2006-03-23,14:10:00,3,FL,12,4,0,0,0,0,0,26.18,-80.28,26.18,-80.28,1,50,0
48602,410,2006,4,22,2006-04-22,15:21:00,3,FL,12,5,0,0,0,0.01,0,30.22,-84.37,30.22,-84.3,4,50,0
48810,618,2006,6,12,2006-06-12,06:09:00,3,FL,12,6,0,0,0,0,0,27.95,-81.77,27.95,-81.77,0.5,40,0
48811,619,2006,6,12,2006-06-12,06:50:00,3,FL,12,7,0,0,0,0,0,27.58,-81.78,27.58,-81.78,0.5,40,0
48812,620,2006,6,12,2006-06-12,12:28:00,3,FL,12,8,0,0,0,0,0,27.2,-81.87,27.2,-81.87,0.5,40,0
