FID,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc
28,29,1950,3,16,1950-03-16,09:15:00,3,FL,12,1,2,0,0,3,0,29.65,-81.22,0,0,1.5,150,0
84,85,1950,5,8,1950-05-08,13:00:00,3,FL,12,2,1,0,0,3,0,29.13,-81.35,0,0,0.3,30,0
104,105,1950,5,15,1950-05-15,11:00:00,3,FL,12,3,1,0,0,4,0,28.58,-81.37,0,0,0.1,10,0
105,106,1950,5,15,1950-05-15,11:00:00,3,FL,12,4,2,0,0,4,0,28.5,-81.37,0,0,0.1,10,0
187,188,1950,8,31,1950-08-31,00:02:00,3,FL,12,6,0,0,0,3,0,30.8,-85.2,0,0,0.1,10,1
288,88,1951,5,26,1951-05-26,09:30:00,3,FL,12,2,1,0,3,5,0,29.85,-84.68,0,0,0.1,10,0
289,89,1951,5,26,1951-05-26,12:30:00,3,FL,12,3,1,0,0,4,0,30.18,-82.63,0,0,0.1,10,1
399,199,1951,7,22,1951-07-22,15:20:00,3,FL,12,4,2,0,0,3,0,27.73,-82.43,0,0,0.1,10,0
451,251,1951,12,4,1951-12-04,11:25:00,3,FL,12,5,1,0,0,3,0,28.12,-82.03,0,0,0.1,27,0
455,255,1951,12,18,1951-12-18,13:30:00,3,FL,12,6,1,0,0,3,0,30.35,-81.75,0,0,0.5,33,0
457,257,1951,12,18,1951-12-18,17:45:00,3,FL,12,8,2,0,0,4,0,27.75,-81.8,0,0,0.1,150,0
458,258,1951,12,18,1951-12-18,18:00:00,3,FL,12,9,1,0,0,3,0,27.77,-82.63,0,0,2.8,100,0
459,259,1951,12,18,1951-12-18,18:30:00,3,FL,12,7,2,0,0,2,0,27.78,-81.53,0,0,0.1,10,0
467,7,1952,1,28,1952-01-28,05:30:00,3,FL,12,1,1,3,0,4,0,30.47,-85.25,0,0,0.5,17,0
470,10,1952,1,28,1952-01-28,06:45:00,3,FL,12,2,2,0,0,4,0,30.5,-84.23,0,0,1.5,33,0
490,30,1952,2,20,1952-02-20,09:10:00,3,FL,12,3,2,4,0,4,0,30.17,-85.7,0,0,1.5,73,0
491,31,1952,2,26,1952-02-26,10:20:00,3,FL,12,4,1,0,0,3,0,26.57,-80.12,0,0,1.5,17,0
549,89,1952,4,4,1952-04-04,09:20:00,3,FL,12,5,1,1,0,3,0,30.17,-85.7,0,0,0.1,20,0
607,147,1952,5,23,1952-05-23,13:30:00,3,FL,12,6,0,1,0,3,0,28.55,-82.38,0,0,0.1,10,0
645,185,1952,6,29,1952-06-29,11:00:00,3,FL,12,9,1,0,0,3,0,27.75,-82.65,0,0,0.1,10,0
684,224,1952,8,16,1952-08-16,14:45:00,3,FL,12,10,1,0,0,3,0,26.77,-80.22,0,0,0.2,17,0
705,5,1953,1,9,1953-01-09,02:30:00,3,FL,12,1,1,0,0,4,0,28.57,-82.48,0,0,0.5,10,0
706,6,1953,1,9,1953-01-09,06:00:00,3,FL,12,2,2,12,0,4,0,27.83,-82.17,27.95,-82.1,9.2,100,0
707,7,1953,1,9,1953-01-09,06:15:00,3,FL,12,3,1,0,0,2,0,28.57,-81.75,0,0,0.1,10,0
773,73,1953,4,6,1953-04-06,11:00:00,3,FL,12,4,2,0,0,2,0,30.17,-85.7,0,0,0.1,10,0
779,79,1953,4,12,1953-04-12,07:00:00,3,FL,12,5,2,0,0,3,0,30.37,-85.45,0,0,0.1,10,0
780,80,1953,4,13,1953-04-13,07:45:00,3,FL,12,6,1,1,0,3,0,27.38,-80.33,0,0,2,10,0
917,217,1953,6,5,1953-06-05,08:45:00,3,FL,12,9,0,0,0,1,0,27.82,-82.7,0,0,0.1,10,0
1046,347,1953,7,24,1953-07-24,13:00:00,3,FL,12,11,1,1,0,2,0,28.43,-81.37,0,0,0.1,17,1
1065,366,1953,8,10,1953-08-10,14:30:00,3,FL,12,12,1,0,0,2,0,30.17,-81.7,0,0,1,67,0
1072,373,1953,8,17,1953-08-17,11:00:00,3,FL,12,13,0,0,0,1,0,27.43,-80.5,0,0,0.1,10,0
1080,381,1953,9,20,1953-09-20,12:00:00,3,FL,12,14,0,0,0,1,0,25.83,-80.3,0,0,0.1,10,0
1082,383,1953,9,22,1953-09-22,12:00:00,3,FL,12,15,1,0,0,1,0,28.1,-80.7,0,0,1,200,0
1083,384,1953,10,9,1953-10-09,08:00:00,3,FL,12,16,0,0,0,3,0,26.5,-81.83,0,0,0.1,27,0
1089,390,1953,11,8,1953-11-08,17:00:00,3,FL,12,17,0,0,0,1,0,25.67,-80.45,0,0,0.1,10,1
1098,399,1953,11,22,1953-11-22,08:20:00,3,FL,12,18,2,22,0,4,0,30.4,-85.87,0,0,0.1,10,0
1119,420,1953,12,6,1953-12-06,11:00:00,3,FL,12,19,2,0,0,4,0,30.62,-84.28,30.65,-84.15,8.4,10,0
1120,421,1953,12,13,1953-12-13,17:50:00,3,FL,12,20,1,0,0,5,0,30.3,-81.53,30.33,-81.52,2.7,100,0
1121,422,1953,12,21,1953-12-21,03:30:00,3,FL,12,21,2,0,0,2,0,30.2,-85.8,0,0,0.1,10,0
1137,16,1954,2,20,1954-02-20,19:00:00,3,FL,12,1,1,0,0,3,0,30.9,-87.1,0,0,0.1,10,0
1203,82,1954,4,3,1954-04-03,14:00:00,3,FL,12,2,0,0,0,1,0,25.75,-80.2,0,0,0.1,10,0
1240,119,1954,4,16,1954-04-16,09:00:00,3,FL,12,3,2,3,0,4,0,30.33,-85.67,0,0,2,10,0
1243,122,1954,4,16,1954-04-16,14:30:00,3,FL,12,4,1,0,0,2,0,29.82,-85.25,0,0,0.1,10,1
1304,183,1954,4,30,1954-04-30,14:00:00,3,FL,12,5,0,0,0,3,0,27.88,-81.85,0,0,0.1,10,0
1448,327,1954,6,10,1954-06-10,14:30:00,3,FL,12,6,2,1,0,4,0,30.15,-82.95,0,0,2,10,0
1508,387,1954,6,23,1954-06-23,14:00:00,3,FL,12,7,0,0,0,0,0,25.92,-80.5,0,0,0.1,13,0
1534,413,1954,7,8,1954-07-08,12:22:00,3,FL,12,8,0,0,0,1,0,26.47,-80.4,0,0,0.1,10,1
1583,462,1954,8,11,1954-08-11,12:00:00,3,FL,12,9,0,0,0,3,0,27.4,-80.37,0,0,0.1,17,0
1623,502,1954,9,18,1954-09-18,01:00:00,3,FL,12,11,3,2,2,4,0,27.42,-80.33,0,0,0.1,10,0
1631,510,1954,9,22,1954-09-22,16:00:00,3,FL,12,13,2,0,0,3,0,26.02,-80.15,0,0,0.1,33,0
1673,2,1955,1,8,1955-01-08,21:30:00,3,FL,12,1,1,0,0,2,0,28.62,-81.42,0,0,0.1,50,1
1725,55,1955,4,2,1955-04-02,18:00:00,3,FL,12,2,1,0,0,2,0,26.05,-80.17,0,0,0.1,10,0
1742,72,1955,4,10,1955-04-10,21:15:00,3,FL,12,3,2,0,0,4,0,30.5,-87.25,0,0,0.1,167,0
1964,295,1955,5,30,1955-05-30,15:45:00,3,FL,12,4,0,0,0,0,0,26.62,-80.75,0,0,0.1,10,1
2165,496,1955,7,29,1955-07-29,16:00:00,3,FL,12,6,1,0,0,4,0,27.2,-80.75,0,0,0.9,17,0
2169,500,1955,8,2,1955-08-02,13:30:00,3,FL,12,7,0,0,0,1,0,26.7,-80.7,0,0,0.1,10,0
2214,545,1955,9,23,1955-09-23,15:55:00,3,FL,12,9,0,0,0,0,0,27.13,-82.3,0,0,0.1,10,1
2223,554,1955,10,13,1955-10-13,14:00:00,3,FL,12,10,1,0,0,2,0,26.23,-80.1,0,0,0.1,10,0
2241,572,1955,11,4,1955-11-04,11:00:00,3,FL,12,12,1,0,0,2,0,30.75,-85.1,0,0,0.1,10,1
2268,6,1956,2,10,1956-02-10,18:30:00,3,FL,12,1,2,0,0,1,0,27.45,-82.53,0,0,0.1,10,0
2401,139,1956,4,10,1956-04-10,17:48:00,3,FL,12,2,3,20,0,6,0,26,-80.23,26.07,-80.13,7.8,200,0
2434,172,1956,5,5,1956-05-05,08:30:00,3,FL,12,3,3,1,0,5,0,30.43,-87.23,0,0,1,50,0
2586,324,1956,7,2,1956-07-02,17:00:00,3,FL,12,4,0,0,0,0,0,28,-81.92,0,0,0.1,10,0
2690,428,1956,8,22,1956-08-22,14:00:00,3,FL,12,5,0,0,0,2,0,26.7,-80.1,0,0,0.1,10,0
2717,455,1956,9,24,1956-09-24,01:00:00,3,FL,12,7,2,0,0,4,0,30.1,-85.22,0,0,0.1,10,0
2718,456,1956,9,24,1956-09-24,18:00:00,3,FL,12,8,2,0,0,5,0,30.28,-83.75,0,0,5,10,0
2719,457,1956,9,24,1956-09-24,20:00:00,3,FL,12,9,2,0,0,4,0,29.9,-82.8,0,0,0.1,50,0
2725,463,1956,10,15,1956-10-15,11:30:00,3,FL,12,10,0,0,0,3,0,25.95,-80.15,0,0,0.1,10,0
2788,22,1957,2,25,1957-02-25,06:00:00,3,FL,12,1,1,1,0,3,0,30.45,-87.2,0,0,0.1,10,0
2789,23,1957,3,4,1957-03-04,11:20:00,3,FL,12,2,0,0,0,1,0,28.07,-81.95,0,0,0.5,20,0
3076,310,1957,5,13,1957-05-13,12:15:00,3,FL,12,3,1,0,0,1,0,26.75,-80.93,0,0,0.1,10,0
3106,340,1957,5,16,1957-05-16,15:45:00,3,FL,12,4,0,0,0,3,0,28.07,-81.8,0,0,0.1,150,0
3279,513,1957,6,8,1957-06-08,13:58:00,3,FL,12,5,2,0,0,3,0,29.63,-82.62,0,0,0.1,33,0
3280,514,1957,6,8,1957-06-08,14:00:00,3,FL,12,6,1,0,0,3,0,29.18,-81.77,0,0,0.1,50,0
3281,515,1957,6,8,1957-06-08,14:10:00,3,FL,12,7,2,0,0,4,0,30.1,-81.77,30.17,-81.7,6.4,27,0
3282,516,1957,6,8,1957-06-08,14:55:00,3,FL,12,8,0,0,0,1,0,29.38,-81.65,0,0,0.1,10,1
3283,517,1957,6,8,1957-06-08,15:45:00,3,FL,12,9,2,0,0,4,0,30.3,-81.73,0,0,0.9,33,0
3284,518,1957,6,8,1957-06-08,16:15:00,3,FL,12,10,2,0,0,4,0,30.23,-81.68,0,0,0.1,23,0
3422,656,1957,7,2,1957-07-02,17:30:00,3,FL,12,11,0,0,0,1,0,30.33,-81.73,0,0,0.1,10,1
3447,681,1957,7,9,1957-07-09,13:50:00,3,FL,12,12,0,0,0,1,0,30.33,-81.7,0,0,0.1,20,1
3509,743,1957,9,30,1957-09-30,12:45:00,3,FL,12,14,2,0,0,2,0,29.83,-83.58,0,0,0.1,10,0
3511,745,1957,10,8,1957-10-08,11:30:00,3,FL,12,15,0,0,0,3,0,25.77,-80.37,0,0,0.1,10,0
3551,785,1957,11,14,1957-11-14,07:30:00,3,FL,12,16,2,0,0,3,0,30.6,-84.58,0,0,0.7,10,0
3587,821,1957,12,11,1957-12-11,10:00:00,3,FL,12,17,0,0,0,1,0,27.9,-82.3,0,0,0.1,10,1
3625,1,1958,1,2,1958-01-02,02:00:00,3,FL,12,1,1,1,0,2,0,28.25,-82.73,0,0,0.1,10,1
3629,5,1958,1,21,1958-01-21,10:20:00,3,FL,12,2,0,0,0,1,0,28.08,-82.17,0,0,2,100,1
3630,6,1958,1,21,1958-01-21,11:30:00,3,FL,12,3,1,0,0,1,0,28,-81.7,0,0,0.2,17,0
3633,9,1958,1,26,1958-01-26,10:50:00,3,FL,12,5,2,0,0,1,0,27.22,-81.87,0,0,0.1,10,0
3657,33,1958,3,6,1958-03-06,01:00:00,3,FL,12,6,2,0,0,4,0,30.7,-86.75,30.8,-86.68,8.2,10,0
3663,39,1958,3,18,1958-03-18,10:00:00,3,FL,12,7,2,0,0,3,0,26.47,-80.17,0,0,0.1,10,0
3704,80,1958,4,9,1958-04-09,17:00:00,3,FL,12,8,2,0,0,2,0,29.95,-85.42,0,0,0.1,10,0
3707,83,1958,4,15,1958-04-15,11:20:00,3,FL,12,10,1,0,0,1,0,27.7,-82.5,0,0,0.5,10,0
3708,84,1958,4,15,1958-04-15,11:20:00,3,FL,12,11,3,9,0,5,0,29.87,-81.3,29.88,-81.25,3.6,73,0
3709,85,1958,4,15,1958-04-15,12:09:00,3,FL,12,12,3,20,0,5,0,27.5,-80.57,27.45,-80.33,14.8,10,0
3724,100,1958,4,22,1958-04-22,12:45:00,3,FL,12,13,1,0,0,3,0,26.62,-82.1,26.65,-82.07,3.3,133,0
3726,102,1958,4,22,1958-04-22,13:30:00,3,FL,12,14,1,3,0,4,0,26.7,-80.07,0,0,0.1,10,0
3727,103,1958,4,22,1958-04-22,14:00:00,3,FL,12,15,1,0,0,3,0,26.47,-80.07,0,0,0.1,17,0
3936,312,1958,6,27,1958-06-27,15:30:00,3,FL,12,16,0,0,0,1,0,28.07,-80.85,0,0,0.1,10,1
3937,313,1958,6,27,1958-06-27,17:00:00,3,FL,12,17,0,0,0,1,0,27.77,-80.73,0,0,0.1,10,1
4035,411,1958,7,21,1958-07-21,17:00:00,3,FL,12,18,0,0,0,3,0,28.03,-81.8,0,0,0.1,10,0
4049,425,1958,7,25,1958-07-25,15:10:00,3,FL,12,19,0,0,0,1,0,30.27,-82,0,0,0.1,10,0
4067,442,1958,8,3,1958-08-03,15:30:00,3,FL,12,20,1,0,0,3,0,26.5,-80.07,0,0,0.1,10,1
4133,509,1958,9,28,1958-09-28,04:00:00,3,FL,12,22,1,0,0,3,0,27.4,-82.55,0,0,0.1,10,0
4141,517,1958,10,19,1958-10-19,07:35:00,3,FL,12,24,3,24,1,5,0,26.82,-80.67,27.03,-80.45,20.2,440,0
4142,518,1958,10,31,1958-10-31,12:30:00,3,FL,12,25,3,4,0,4,0,27.53,-82.63,27.52,-82.58,3.6,200,0
4188,564,1958,12,11,1958-12-11,04:45:00,3,FL,12,26,1,1,0,4,0,27.3,-82.53,0,0,0.1,10,0
4273,85,1959,4,2,1959-04-02,02:00:00,3,FL,12,1,2,12,0,5,0,28.35,-82.2,0,0,0.1,10,0
4274,86,1959,4,2,1959-04-02,06:30:00,3,FL,12,2,2,9,1,5,0,28.57,-81.27,0,0,0.1,100,0
4275,87,1959,4,2,1959-04-02,07:15:00,3,FL,12,3,2,1,0,4,0,28.65,-80.85,0,0,1,100,0
4436,248,1959,5,19,1959-05-19,12:06:00,3,FL,12,4,1,2,0,4,0,30.33,-87.3,0,0,0.5,10,0
4437,249,1959,5,19,1959-05-19,12:06:00,3,FL,12,5,2,4,0,1,0,30.4,-87.32,0,0,1.5,10,0
4454,266,1959,5,21,1959-05-21,17:03:00,3,FL,12,6,1,0,0,3,0,28,-82.58,0,0,2,150,0
4539,351,1959,6,6,1959-06-06,12:55:00,3,FL,12,7,1,0,0,2,0,29.87,-81.3,0,0,0.1,10,0
4564,376,1959,6,17,1959-06-17,20:50:00,3,FL,12,8,3,77,0,6,0,25.73,-80.28,25.88,-80.17,12.7,333,0
4565,377,1959,6,17,1959-06-17,21:05:00,3,FL,12,9,2,0,0,5,0,26.92,-80.18,27.02,-80.1,8.7,150,0
4593,405,1959,6,29,1959-06-29,16:37:00,3,FL,12,11,0,0,0,1,0,25.9,-80.5,0,0,0.1,10,0
4602,414,1959,7,1,1959-07-01,16:00:00,3,FL,12,12,1,0,0,2,0,30.42,-83.28,0,0,0.1,10,0
4608,420,1959,7,4,1959-07-04,12:00:00,3,FL,12,13,1,0,0,2,0,27.25,-80.83,0,0,0.1,10,1
4639,451,1959,7,12,1959-07-12,15:04:00,3,FL,12,14,0,0,0,1,0,28.83,-81.17,0,0,0.1,10,1
4641,453,1959,7,14,1959-07-14,17:19:00,3,FL,12,15,0,0,0,1,0,26.1,-80.2,0,0,0.1,10,0
4775,587,1959,10,12,1959-10-12,13:00:00,3,FL,12,16,1,0,0,2,0,29.12,-81.35,0,0,1,70,1
4778,590,1959,10,17,1959-10-17,16:10:00,3,FL,12,18,0,0,0,1,0,26.43,-82.1,0,0,0.1,10,1
4814,22,1960,2,13,1960-02-13,15:00:00,3,FL,12,1,1,0,0,3,0,27.75,-81.53,0,0,0.1,27,1
4818,26,1960,2,18,1960-02-18,03:42:00,3,FL,12,2,2,0,0,5,0,30.17,-85.85,30.2,-85.73,7.6,400,0
4819,27,1960,2,18,1960-02-18,09:00:00,3,FL,12,3,1,0,0,4,0,28,-82.42,0,0,0.5,100,0
4827,35,1960,2,25,1960-02-25,05:15:00,3,FL,12,5,2,2,0,4,0,30.47,-81.58,0,0,0.1,100,0
4828,36,1960,2,25,1960-02-25,05:30:00,3,FL,12,4,3,0,0,5,0,30.2,-82.63,0,0,0.8,100,0
4829,37,1960,2,25,1960-02-25,06:00:00,3,FL,12,6,0,0,0,4,0,30.25,-81.75,0,0,0.1,33,0
4830,38,1960,3,3,1960-03-03,04:30:00,3,FL,12,7,2,6,0,5,0,28.55,-81.88,0,0,0.1,10,0
4832,40,1960,3,15,1960-03-15,12:40:00,3,FL,12,8,1,0,0,5,0,28.13,-81.93,0,0,1,100,0
4833,41,1960,3,16,1960-03-16,08:00:00,3,FL,12,9,1,0,0,1,0,28.05,-82.48,0,0,0.1,10,0
4834,42,1960,3,16,1960-03-16,08:25:00,3,FL,12,10,0,0,0,5,0,28,-82.17,0,0,0.5,50,0
4847,55,1960,3,30,1960-03-30,04:00:00,3,FL,12,12,2,0,0,3,0,30.85,-86.27,0,0,0.1,10,0
4858,66,1960,4,3,1960-04-03,04:30:00,3,FL,12,13,2,0,0,5,0,30.18,-85.72,0,0,0.1,10,0
4860,68,1960,4,10,1960-04-10,15:00:00,3,FL,12,14,2,0,0,3,0,30.47,-84.3,0,0,0.1,77,0
4928,136,1960,5,2,1960-05-02,16:00:00,3,FL,12,15,0,0,0,1,0,26.75,-80.93,0,0,0.1,10,0
5134,342,1960,6,4,1960-06-04,12:45:00,3,FL,12,16,2,0,0,3,0,30,-81.68,0,0,0.1,10,0
5142,350,1960,6,8,1960-06-08,17:30:00,3,FL,12,17,1,1,0,3,0,27.68,-80.9,0,0,0.1,10,0
5194,402,1960,6,19,1960-06-19,13:30:00,3,FL,12,18,1,0,0,3,0,27.72,-82.43,0,0,0.1,10,0
5249,457,1960,6,30,1960-06-30,14:15:00,3,FL,12,19,1,0,0,4,0,26.22,-81.78,0,0,0.8,20,0
5272,480,1960,7,14,1960-07-14,14:45:00,3,FL,12,20,0,0,0,1,0,28.87,-80.85,0,0,0.1,10,1
5351,559,1960,9,15,1960-09-15,04:00:00,3,FL,12,22,1,0,0,3,0,30.3,-85.85,0,0,0.1,10,0
5352,560,1960,9,15,1960-09-15,04:40:00,3,FL,12,23,2,0,0,5,0,30.15,-85.6,0,0,0.5,200,0
5353,561,1960,9,15,1960-09-15,06:55:00,3,FL,12,24,0,0,0,0,0,29.82,-85.28,0,0,0.1,10,0
5362,570,1960,9,25,1960-09-25,15:20:00,3,FL,12,26,1,0,0,3,0,26.35,-80.1,0,0,0.1,23,0
5363,571,1960,9,29,1960-09-29,11:05:00,3,FL,12,27,1,0,0,2,0,28,-82.4,0,0,0.1,10,0
5366,574,1960,10,7,1960-10-07,12:25:00,3,FL,12,28,0,0,0,4,0,27.47,-80.33,0,0,0.1,10,0
5367,575,1960,10,7,1960-10-07,16:40:00,3,FL,12,29,0,0,0,2,0,30.32,-81.77,0,0,0.1,10,0
5382,590,1960,10,31,1960-10-31,09:30:00,3,FL,12,30,2,0,1,3,0,26.45,-82.05,0,0,0.1,10,0
5406,614,1960,11,28,1960-11-28,18:30:00,3,FL,12,31,2,0,0,3,0,30.62,-87.3,30.65,-87.22,5.6,50,0
5437,29,1961,2,25,1961-02-25,08:00:00,3,FL,12,1,1,0,0,3,0,28,-82.5,0,0,0.3,50,0
5438,30,1961,2,25,1961-02-25,09:45:00,3,FL,12,2,1,0,0,3,0,28.5,-81.4,0,0,0.1,10,0
5516,108,1961,3,21,1961-03-21,11:15:00,3,FL,12,3,0,0,0,4,0,26,-80.25,0,0,0.1,10,0
5561,152,1961,3,31,1961-03-31,12:50:00,3,FL,12,4,1,0,0,2,0,30.52,-82.97,0,0,0.5,100,0
5581,173,1961,4,9,1961-04-09,15:50:00,3,FL,12,6,1,3,0,4,0,30.3,-81.4,0,0,0.8,10,0
5582,174,1961,4,9,1961-04-09,16:00:00,3,FL,12,7,2,2,0,4,0,29.78,-81.43,29.82,-81.37,5.1,200,0
5595,187,1961,4,12,1961-04-12,15:15:00,3,FL,12,8,1,1,0,4,0,28.2,-81.5,28.25,-81.27,14.6,100,0
5659,251,1961,5,5,1961-05-05,16:15:00,3,FL,12,9,2,0,0,4,0,27.75,-82.63,0,0,0.5,50,0
5764,356,1961,5,26,1961-05-26,14:30:00,3,FL,12,10,2,2,0,6,0,26.08,-80.15,0,0,0.5,50,0
5765,357,1961,5,28,1961-05-28,15:05:00,3,FL,12,11,0,0,0,0,0,26.75,-80.1,0,0,0.1,10,1
5857,449,1961,6,20,1961-06-20,12:00:00,3,FL,12,13,2,0,0,5,0,30.58,-84.8,0,0,0.5,10,0
5858,450,1961,6,20,1961-06-20,12:50:00,3,FL,12,12,0,0,0,0,0,30.32,-85.05,0,0,0.5,10,1
5864,456,1961,6,22,1961-06-22,12:30:00,3,FL,12,14,0,0,0,0,0,27.33,-80.8,0,0,0.1,10,1
5865,457,1961,6,22,1961-06-22,14:30:00,3,FL,12,15,0,0,0,0,0,27.5,-80.35,0,0,0.1,10,1
5899,491,1961,7,12,1961-07-12,16:25:00,3,FL,12,16,0,0,0,0,0,30.2,-81.47,0,0,0.1,10,1
5903,495,1961,7,14,1961-07-14,17:00:00,3,FL,12,17,1,0,0,3,0,27.55,-81.83,0,0,0.1,10,0
5986,578,1961,8,31,1961-08-31,16:25:00,3,FL,12,19,2,0,0,3,0,27.6,-82.55,0,0,2,50,0
6040,632,1961,10,5,1961-10-05,14:55:00,3,FL,12,20,0,0,0,0,0,27.62,-80.4,0,0,0.1,27,0
6080,672,1961,11,22,1961-11-22,22:00:00,3,FL,12,21,1,1,0,2,0,30.72,-86.7,0,0,0.1,10,1
6082,674,1961,11,23,1961-11-23,04:10:00,3,FL,12,23,2,0,0,5,0,30.48,-84.55,0,0,0.1,100,0
6089,681,1961,11,23,1961-11-23,12:00:00,3,FL,12,24,1,0,0,3,0,27.9,-82.5,0,0,0.1,10,0
6106,1,1962,1,5,1962-01-05,16:10:00,3,FL,12,1,2,30,1,6,0,30.77,-86.6,0,0,2.5,100,0
6107,2,1962,1,5,1962-01-05,16:10:00,3,FL,12,2,2,0,0,0,0,30.77,-86.6,0,0,2.5,100,0
6174,69,1962,3,31,1962-03-31,08:00:00,3,FL,12,4,3,100,17,6,0,30.62,-87.1,30.67,-87,6.9,440,0
6176,71,1962,3,31,1962-03-31,09:30:00,3,FL,12,5,1,2,0,3,0,30.5,-87.33,0,0,0.1,10,0
6177,72,1962,3,31,1962-03-31,10:20:00,3,FL,12,6,1,2,0,4,0,30.5,-86.5,0,0,0.1,10,0
6179,74,1962,3,31,1962-03-31,14:00:00,3,FL,12,7,1,0,0,4,0,30.18,-85.73,0,0,0.1,10,0
6404,299,1962,5,29,1962-05-29,15:00:00,3,FL,12,9,1,0,0,0,0,30.4,-82.6,0,0,0.1,10,0
6499,394,1962,6,10,1962-06-10,13:45:00,3,FL,12,10,2,0,0,4,0,26.4,-81.83,0,0,0.1,10,0
6596,491,1962,7,4,1962-07-04,12:10:00,3,FL,12,11,2,0,0,4,0,30.62,-87.05,30.65,-86.97,5.6,27,0
6640,535,1962,7,20,1962-07-20,14:30:00,3,FL,12,12,1,0,0,4,0,27.45,-80.33,0,0,0.1,10,0
6703,598,1962,8,18,1962-08-18,14:10:00,3,FL,12,13,0,0,0,0,0,26.15,-80.43,0,0,0.1,10,0
6710,605,1962,8,23,1962-08-23,08:45:00,3,FL,12,14,0,0,0,1,0,29.9,-81.3,0,0,0.1,10,0
6722,617,1962,9,5,1962-09-05,11:45:00,3,FL,12,15,0,0,0,0,0,25.92,-80.4,0,0,0.1,10,0
6730,625,1962,9,8,1962-09-08,15:00:00,3,FL,12,16,0,0,0,0,0,26.78,-80.07,0,0,0.1,10,1
6756,651,1962,11,9,1962-11-09,03:00:00,3,FL,12,17,1,1,0,3,0,25.8,-80.25,0,0,1,10,0
6760,655,1962,11,21,1962-11-21,20:45:00,3,FL,12,18,2,0,0,5,0,29.17,-81.87,29.18,-81.82,3.6,70,0
6778,16,1963,2,19,1963-02-19,06:40:00,3,FL,12,1,2,0,0,5,0,28.02,-82.13,0,0,0.1,10,0
6780,18,1963,2,19,1963-02-19,07:25:00,3,FL,12,2,2,0,0,5,0,27.9,-81.58,0,0,0.2,10,0
6781,19,1963,2,19,1963-02-19,08:25:00,3,FL,12,3,1,0,0,2,0,28.55,-80.8,0,0,0.1,10,0
6914,152,1963,4,30,1963-04-30,06:30:00,3,FL,12,4,2,0,0,5,0,30.72,-86.05,30.52,-85.05,61,10,0
6975,213,1963,5,29,1963-05-29,15:45:00,3,FL,12,5,2,2,0,5,0,27.9,-81.63,0,0,0.1,30,0
6994,232,1963,6,3,1963-06-03,14:00:00,3,FL,12,7,0,0,0,0,0,25.78,-80.33,0,0,0.1,10,1
7008,246,1963,6,5,1963-06-05,14:00:00,3,FL,12,8,0,0,0,0,0,25.78,-80.33,0,0,0.1,10,1
7016,254,1963,6,6,1963-06-06,14:00:00,3,FL,12,9,1,0,0,2,0,24.55,-81.78,0,0,0.1,10,1
7028,266,1963,6,8,1963-06-08,16:30:00,3,FL,12,10,1,0,0,3,0,28.57,-81.58,0,0,0.1,10,0
7088,326,1963,7,7,1963-07-07,13:30:00,3,FL,12,12,1,0,0,3,0,28.85,-81.3,0,0,0.1,10,0
7091,329,1963,7,11,1963-07-11,14:00:00,3,FL,12,13,1,0,0,3,0,26.7,-80.07,0,0,0.1,10,0
7126,364,1963,7,24,1963-07-24,11:30:00,3,FL,12,15,2,0,0,5,0,30.42,-87.33,0,0,0.1,10,0
7127,365,1963,7,24,1963-07-24,13:41:00,3,FL,12,16,1,0,0,3,0,30.4,-81.7,0,0,0.5,300,0
7135,373,1963,7,28,1963-07-28,17:30:00,3,FL,12,17,2,0,0,3,0,28,-82.5,0,0,0.8,100,0
7136,374,1963,7,29,1963-07-29,17:00:00,3,FL,12,18,1,0,0,3,0,28.82,-81.65,0,0,0.1,10,0
7139,377,1963,8,1,1963-08-01,15:00:00,3,FL,12,19,1,0,0,2,0,27.02,-80.47,0,0,0.1,10,1
7144,382,1963,8,8,1963-08-08,13:00:00,3,FL,12,20,1,0,0,2,0,29.35,-81.75,0,0,0.1,10,0
7146,384,1963,8,9,1963-08-09,14:25:00,3,FL,12,21,1,0,0,2,0,28.87,-80.87,0,0,0.1,10,1
7153,391,1963,8,13,1963-08-13,19:00:00,3,FL,12,22,2,0,0,4,0,27.8,-82.78,27.83,-82.72,5.1,100,0
7158,396,1963,8,21,1963-08-21,12:45:00,3,FL,12,23,2,0,0,3,0,27.9,-82.8,0,0,0.3,27,0
7159,397,1963,8,22,1963-08-22,13:00:00,3,FL,12,24,1,0,0,3,0,27.8,-82.67,0,0,0.1,10,0
7189,427,1963,9,28,1963-09-28,07:00:00,3,FL,12,25,2,0,0,3,0,30.72,-86.05,30.75,-85.97,5.6,150,1
7215,453,1963,11,10,1963-11-10,07:15:00,3,FL,12,26,2,2,0,5,0,26.98,-82,0,0,1,27,0
7216,454,1963,11,10,1963-11-10,12:00:00,3,FL,12,27,2,0,0,3,0,27.75,-80.45,0,0,2,10,0
7217,455,1963,11,10,1963-11-10,13:20:00,3,FL,12,28,1,0,0,3,0,26.82,-80.67,0,0,0.1,10,0
7226,1,1964,1,12,1964-01-12,02:30:00,3,FL,12,3,1,0,0,3,0,28.03,-81.9,28.05,-81.83,4.7,20,0
