LAT,LONG,NAME,ADDRESS,CITY,ZIPCODE,TOTACRE,MNGTAGCY,MUNICIPAL_,AMPHITHEAT,AUDITORIUM,ARCHERY,BASEBALL,BASKETBALL,BEACH,BMXTRACK,BOATRAMP,CAMPGROUND,RVCAMPGROU,DOGPARK,EQUESTRIAN,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,RAQUETBALL,REC_CENTER,ROLLERHOCK,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,ART,BIKETRAIL,CANOE_LAUNCH,FITNESSZONE,PLAYGROUND,RESTROOM
-80.31471272,25.91213472,"ML Tax Dist.- tract ""a""",7099 GREENTREE LN,Miami Lakes,33014,0,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.31440272,25.91304472,ML Tax Dist.- (p-64),15320 LOCH ISLE DR,Miami Lakes,33014,0,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.30207272,25.90058472,ML Tax Dist.- (p-02),6260 LAKE PATRICIA DR,Miami Lakes,33014,0,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.30525272,25.90086472,ML Tax Dist.- (p-03),6357 LAKE PATRICIA DR,Miami Lakes,33014,0,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.30353272,25.90064472,ML Tax Dist.- (p-04),6434 LAKE PATRICIA DR,Miami Lakes,33014,0,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.30634272,25.90134472,ML Tax Dist.- (p-05),14028 LAKE SARANAC AVE,Miami Lakes,33014,0,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.28613271,25.66954466,Pinecrest Gardens,11000 SW 57TH AVE,Pinecrest,33156,21,PinecrestPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.42696274,25.4504846,Homestead Sport Complex,1601 SE 28TH AVE,Homestead,33035,153,HomesteadPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.24211269,25.73390468,Blanche Park,3045 SHIPPING AVE,Miami,33133,0.88,MiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.18416268,25.86596471,Constitution Park,9825 NE 7TH AVE,Miami Shores,33138,1,MiamiShoresPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.47072275,25.4663746,Pioneer BMX Park,305 SE 6TH AVE,Homestead,33030,2,HomesteadPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.47896276,25.4562646,Florida City Camper Site,601 NW 3RD AVE,Homestead,33034,15,HomesteadPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.34130272,25.80259469,Doral Central Park,3000 NW 87TH AVE,Doral,33172,80,DoralPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
-80.29324271,25.8504947,Filer Jr. High Park,W 5TH AVE /  W 32ND PL,Hialeah,33012,3.22,HialeahPark,Municipal,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.22760269,25.8241147,Simonoff Park,NW 54TH ST / 18TH AVE,Miami,33142,1,MiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.13738267,25.95262473,Founders Park,3105 NW 190TH ST,Aventura,33180,8,AventuraPark,Municipal,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.30766271,25.67528466,Coral Pine Park,6955 SW 104TH ST,Pinecrest,33156,10,PinecrestPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.33000272,25.65055465,Suniland Park,12855 S DIXIE HWY,Pinecrest,33156,8,PinecrestPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.32273272,25.66719466,Veterans Wayside Park,SW 112TH ST / S DIXIE HWY,Pinecrest,33156,3,PinecrestPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.12126266,25.92991473,Pier Park,16501 Collins Avenue,Sunny Isles Beach,33160,0,SunnyIslesBeachPark,Municipal,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
-80.2531127,25.96375473,Buccaneer Park,3100 NW 207TH ST,Miami Gardens,33056,6,MiamiGardensPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.2379527,25.96545473,Bennett M. Lifter Park,20701 NW 22ND AVE,Miami Gardens,33056,2,MiamiGardensPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.20792269,25.95018473,Cloverleaf Park,303 NW 191ST ST,Miami Gardens,33169,1,MiamiGardensPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.31823272,25.87158471,Victor Wild Park & Adult Center,5405 W 18TH AVE,Hialeah,33012,8,HialeahPark,Municipal,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.2528127,25.95117473,Brentwood Park,19405 NW 32ND AVE,Miami Gardens,33056,10,MiamiGardensPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.26400271,25.94616473,Risco Park,19000 NW 37TH AVE,Miami Gardens,33055,16,MiamiGardensPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.12480266,25.8179047,Pine Tree Park,45TH ST / PINETREE DR,Miami Beach,33140,7,MiamiBeachPark,Municipal,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.31465271,25.60173464,Old Cutler Bike Rest Stop,OLD CUTLER RD / SW 77TH AVE,PALMETTO BAY,33157,0.01,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.35631273,25.77080468,Ruben Dario Park,9825 W FLAGLER ST,MIAMI,33172,15.29,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.36202273,25.68279466,Kendale Park,9250 KENDALE BLVD,MIAMI,33176,4,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.37208273,25.69390466,Kendall Indian Hammocks Park,11395 SW 79TH ST,MIAMI,33173,105,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No
-80.39920274,25.69261466,Kendall Soccer Park,8011 SW 127TH AVE,MIAMI,33183,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.34505272,25.69365466,Kendalwood Park,8140 SW 93RD CT,MIAMI,33173,2.68,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.39508273,25.52411462,Kevin Broils Park,26150 SW 125TH AVE,MIAMI,33032,5.24,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.43962275,25.61877464,Kings Grant Park,15211 SW 160TH ST,MIAMI,33187,6.5,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.42232275,25.67579466,Kings Meadow Park,10036 SW 142ND AVE,MIAMI,33186,5.79,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.45339276,25.92673472,Krome Ave Launching Area (Thompson),16665 N KROME AVE,MIAMI,33178,0,MiamiDadePark,County,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.45313275,25.69024466,Lago Mar Park,8165 SW 162 AVE,MIAMI,33193,11.84,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.28658271,25.94048473,Lake Stevens Park,5350 NW 183RD ST,MIAMI,33055,11.84,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.20327269,25.85341471,Larchmont Park,406 NW 85TH ST,MIAMI,33150,4.43,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.40841274,25.60452464,Larry & Penny Thompson Park,12451 SW 184TH ST,MIAMI,33177,403.39,MiamiDadePark,County,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No
-80.43408274,25.49395461,Leisure Lakes Park,29305 ILLINOIS RD,MIAMI,33033,8.68,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.43983274,25.49508461,Leisure Park,15355 HARDING LN,MIAMI,33033,1.9,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.32502271,25.56694463,Lakes by the Bay Park,SW 216TH ST / SW 85TH AVE,CUTLER BAY,33189,96.4,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.12866266,25.80443469,Fairgreen Park,28TH ST / PINETREE DR,Miami Beach,33140,1,MiamiBeachPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.12811266,25.86392471,Crespi Park & Playground,HAWTHORNE AVE / CRESPI BLVD,Miami Beach,33141,1,MiamiBeachPark,Municipal,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.20764268,25.77935469,Spring Garden Point,NW 7TH ST / NW N RIVER DR,Miami,33136,1,MiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.22135269,25.89869472,Claude Pepper Park,1400 NW 135TH ST,North Miami,33167,14,NorthMiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.19109268,25.8110147,Woodson Mini Park/M. Design,NE 2ND AVE / NE 36TH ST,Miami,33127,0,MiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.16950268,25.92883473,Harry Cohen Complex / Challenger Park,16501 NE 16TH AVE,North Miami  Beach,33162,3,NorthMiamiBeachPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.22076269,25.88517471,Oleander Park,NE 14TH AVE / NE 121ST ST,North Miami,33161,2,NorthMiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.12101266,25.96951474,North Park,GOLDEN BEACH DR / PALERMO AVE,Golden Beach,33160,0,GoldenBeachPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.20299269,25.88751471,Rotary / Overbrook Shores Tot Lot,NW 123RD ST / NW 2ND AVE,North Miami,33166,0,NorthMiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.17583268,25.8348347,Legion Picnic Islands,SPOIL BANKS OFF LEGION BK,Miami,33138,9,MiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.21503269,25.8162347,West Buena Vista Mini Park,NW 44TH ST / NW 11TH CT,Miami,33127,1,MiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.17685268,25.79839469,Pace Park Picnic Islands,N OF VENITIAN WAY /NE of MARGARET PACE PARK,Miami,33140,4,MiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.2614027,25.72560467,Washington Park Tot Lot,WASHINGTON DR / GRANT DR,Coral Gables,33133,0,CoralGablesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.48878276,25.4668146,Phico Williams Community Center,951 SW 4TH ST,Homestead,33030,2.5,HomesteadPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.12868266,25.85564471,Normandy Isle Monument,71ST ST / BAY DR,Miami Beach,33141,0,MiamiBeachPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.31908272,25.90902472,ML Tax Dist.- (p-35),7370 S MIAMI LAKEWAY,Miami Lakes,33014,1,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.31550272,25.91023472,ML Tax Dist.- (p-36),7050 MIAMI LAKES DR,Miami Lakes,33014,0,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.31533272,25.90578472,ML Tax Dist.- (p-37),14480 DADE PINE AVE,Miami Lakes,33014,0,MiamiLakesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.16842268,25.93106473,Schenkenberger Park,NE 169TH ST AND NE 16TH AVE,North Miami Beach,33162,0.2,NorthMiamiBeachPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.2462627,25.8195647,"Jefferson Reaves, Sr. Park",3100 NW 50TH ST,MIAMI,33142,1.67,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.23379269,25.8250747,Joseph Caleb Community Center,5400 NW 22ND AVE,MIAMI,33142,9.6,MiamiDadePark,County,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.34717272,25.68965466,Boys & Girls Club of Miami- Kendall Unit,9475 SW 88TH ST,MIAMI,33173,22.7,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.44568276,25.92047472,M E Thompson Park,16665 NW 177TH AVE,MIAMI,33178,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.34025272,25.51497462,Mangrove Preserve,26751 SW 97TH AVE,MIAMI,33032,243.31,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.32757272,25.8287147,Manufacturers Industrial Park,7999 NW 60TH ST,MIAMI,33166,0.37,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.37430273,25.65065465,Pine Shore Pineland Preserve,11151 SW 128TH ST,MIAMI,33176,7.82,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.35709273,25.64709465,Pinewoods Park,13181 SW 102ND AVE,MIAMI,33176,1.2,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.37701273,25.63543465,Sgt. Joseph Delancy Park,14450 BOGGS DR,MIAMI,33176,10.28,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.39032273,25.56342463,Sharman Park,21851 SW 123RD AVE,MIAMI,33170,6.7,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.19787269,25.95449473,Sierra Park,19601 NE 1ST PL,MIAMI,33179,1.95,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.19160269,25.95176473,Snake Creek Trail,SIERRA PARK (NE 2ND AVE) TO I-95,MIAMI,33179,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.2837327,25.67235466,Snapper Creek Lake Parkway,SNAPPER CREEK RD & CORAL CREEK RD,CORAL GABLES,33156,0.6,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.35853273,25.69380466,Snapper Creek Park,10280 SW 80TH ST,MIAMI,33173,5.5,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.38293273,25.71677467,Snapper Creek Trail,SW 117 AVE FROM SW 16 ST TO SW 1ST ST,MIAMI,33173,1.14,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.22028269,25.89635472,Ben Franklin Park,13400 NW 12TH AVE,North Miami,33167,6,NorthMiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.28792271,25.70906467,South Miami Community Center,5800 SW 66TH ST,South Miami,33143,1,SouthMiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.23289269,25.78424469,Fern Isle / South Fork Park,1100 NW 22ND AVE,Miami,33125,9,MiamiPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.18240268,25.86632471,Miami Shores Recreation Complex,9617 PARK DR,Miami Shores,33138,10,MiamiShoresPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.20961269,25.88197471,Oak Park,620 NW 117TH ST,MIAMI,33168,0.7,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.14813267,25.95121473,Ojus Park,18995 W DIXIE HWY,MIAMI,33180,1.63,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.32782272,25.58305464,Old Cutler Bike Path,COCO PLUM CIRCLE (SW 72 ST) TO  SW 216TH ST,MIAMI,33143,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.23154269,25.8219847,Olinda Park,2101 NW 51ST ST,MIAMI,33142,6.4,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.44138275,25.68678466,Olympic Park,8601 SW 152ND AVE,MIAMI,33193,7.02,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.2559227,25.72965467,Pierce Playground,101 OAK AVE,Coral Gables,33133,0,CoralGablesPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
