LAT,LONG,NAME,ADDRESS,CITY,ZIPCODE,TOTACRE,MNGTAGCY,MUNICIPAL_,AMPHITHEAT,AUDITORIUM,ARCHERY,BASEBALL,BASKETBALL,BEACH,BMXTRACK,BOATRAMP,CAMPGROUND,RVCAMPGROU,DOGPARK,EQUESTRIAN,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,RAQUETBALL,REC_CENTER,ROLLERHOCK,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,ART,BIKETRAIL,CANOE_LAUNCH,FITNESSZONE,PLAYGROUND,RESTROOM
-80.38057273,25.58093463,Roberta Hunter Park,SW 117TH AVE / SW 200TH ST,MIAMI,33189,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.38503273,25.66776466,Rock Ridge Park,10810 SW 117TH AVE,MIAMI,33176,4.7,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.34443272,25.63491465,Rockdale Park,9325 SW 146TH ST,MIAMI,33176,3.2,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.34866273,25.74446468,Rockway Park,9460 SW 27TH DR,MIAMI,33165,1.81,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.2510427,25.8186447,Rocky Creek Park,3305 NW 48TH TER,MIAMI,33142,0.25,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.35010272,25.66719466,Ron Ehmann Park,10995 SW 97TH AVE,MIAMI,33176,0,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.11979266,25.94097473,Sunny Isles Beach,FROM N END OF HAULOVER TO 195TH ST,SUNNY ISLES BEACH,33160,0,MiamiDadePark,County,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.16372804,25.69496729,Dog Park,450 CRANDON BLVD,Key Biscayne,33149,,KeyBiscaynePark,Municipal,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.1648197,25.69166565,Key Biscayne Community Center,10 Village Green Way,Key Biscayne,33149,,KeyBiscaynePark,Municipal,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No
-80.16237185,25.70176995,Calusa Park,6702 Crandon Boulevard,Key Biscayne,33149,,KeyBiscaynePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.15751115,25.68908334,Beach Park,N Club Dr,Key Biscayne,33149,,KeyBiscaynePark,Municipal,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.16121345,25.93201433,Y.E.S. Center/Marjorie & William McDonald Cen,17051 NE 19 Ave,North Miami Beach,33162,,NorthMiamiBeachPark,Municipal,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,
-80.15727286,25.90109488,,,,,,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-80.27666533,25.82124151,Sansol,,,,,,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.12351739,25.93019725,Gateway Park,151 Sunny Isles Blvd.,Sunny Isles Beach,33160,,SunnyIslesBeachPark,Municipal,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No
-80.12272345,25.92595173,Intracoastal Parks,16100 Collins Avenue,Sunny Isles beach,33160,,SunnyIslesBeachPark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No
-80.16733025,25.69377571,401 Hampton,401 Hampton Lane,Key Biscayne,33149,,KeyBiscaynePark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.16425912,25.69146987,Civic Park,530 Crandon Blvd,Key Biscayne,33149,,KeyBiscaynePark,Municipal,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.2499027,25.8295047,Martin Luther King Memorial Park,6160 NW 32ND CT,MIAMI,33142,10.13,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.23707269,25.8194047,Marva Y. Bannerman Park & Pool,4830 NW 24TH AVE,MIAMI,33142,3.92,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.40768274,25.71067467,McMillan Park,6125 SW 133RD AVE,MIAMI,33183,8.6,MiamiDadePark,County,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.40052274,25.57434463,MedSouth Park,20751 SW 129TH AVE,MIAMI,33177,4.49,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.2451727,25.80651469,Melrose Park,3050 NW 35TH ST,MIAMI,33142,0,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.11966266,25.8181147,Miami Beach,FROM SOUTH BEACH TO NW 86 ST,MIAMI BEACH,33141,0,MiamiDadePark,County,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.39941274,25.61339464,Zoo Miami,12400 SW 152ND ST,MIAMI,33177,740,MiamiDadePark,County,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.22225269,25.87340471,Miami Shores Optimist Club,10915 NW 14TH AVE,MIAMI,33167,9.2,MiamiDadePark,County,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.24117269,25.77366469,Miami-Dade County Auditorium,2901 WEST FLAGLER ST,MIAMI,33125,9.47,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.34294273,25.8238047,Miami-Dade Regional Soccer Park,8795 NW 58TH ST,MIAMI,33178,33.57,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.30920271,25.73749467,A.D. Barnes Park,3401 SW 72ND AVE,MIAMI,33155,60.4,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.28939271,25.94987473,Acadia Park,5351 NW 195TH DR,MIAMI,33055,5.24,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.23192269,25.8310547,African Heritage Cultural Arts Cntr,2166 NW 62ND ST,MIAMI,33142,4,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.22222269,25.8358547,Alonzo Kelly Park,1455 NW 67TH ST,MIAMI,33147,0.5,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.27626271,25.88869471,Amelia Earhart Park,401 E 65 ST,HIALEAH,33014,515,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No
-80.16142267,25.90127472,Arch Creek Park,1855 NE 135TH ST,NORTH MIAMI BEACH,33181,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.21954269,25.85138471,Arcola Lakes Park,1301 NW 83RD ST,MIAMI,33147,3.85,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.36127273,25.64643465,Area 313,10350 SW 132ND ST,MIAMI,33176,0.94,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.35522272,25.65908465,Area 316,9905 SW 120TH ST,MIAMI,33176,2.3,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.35503272,25.65254465,Area 318,9900 SW 128TH ST,MIAMI,33176,4.69,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.35315273,25.73902467,Area 323,9750 SW 32ND ST,MIAMI,33165,4.49,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.35294273,25.74088467,Area 324,9761 SW 32ND ST,MIAMI,33165,1.89,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.36443273,25.64636465,Area 338,13211 SW 105TH AVE,MIAMI,33176,1.1,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.40315274,25.66661465,Arvida Park,12830 SW 108TH ST,MIAMI,33186,8,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.38437273,25.55430463,William Randolph Community Park,SW 228TH ST / SW 119TH AVE,MIAMI,33170,10,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.12121266,25.89339472,Bal Harbour Beach,9701 COLLINS AVE,BAL HARBOUR,33154,0,MiamiDadePark,County,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.2842527,25.68768466,Banyan Drive Park,SW 56TH CT / BANYAN DR,CORAL GABLES,33156,0.8,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.33510272,25.74107468,Banyan Park,SW 30TH  ST / SW 87TH AVE,MIAMI,33155,3.14,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
-80.36051272,25.60353464,Ben Shavis Park,10395 SW 179TH ST,MIAMI,33157,0.87,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.41864275,25.72215467,Bent Tree Park,13850 SW 47TH ST,MIAMI,33175,5.88,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.31921271,25.60820464,Bill Sadowski Preserve,17555 SW 79TH AVE,PALMETTO BAY,33157,29.26,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.44945275,25.74697467,Bird Basin Park,2080 SW 157TH AVE,MIAMI,33185,10,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.42729275,25.72143467,Bird Lakes Park,14365 SW 48TH LN,MIAMI,33175,8.47,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.50493276,25.49571461,Biscado Park,29150 SW 193RD AVE,MIAMI,33030,4.27,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.20209269,25.92117472,Biscayne Gardens Park,15951 NW 2ND AVE,MIAMI,33169,3.27,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.16841268,25.88218471,Biscayne Shores and Gardens Park,11525 NE 14TH AVE,MIAMI,33161,6.49,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.33124272,25.56222463,Biscayne Trail (East Side of canal),87TH AVE & OLD CUTLER,CUTLER BAY,33032,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.35035272,25.55077463,Black Creek Trail (Along C1 Canal),SW 184TH ST TO BLACK CREEK CANAL,CUTLER BAY,33189,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.32689271,25.53634462,Black Point Park and Marina,24775 SW 87TH AVE,MIAMI,33032,117.9,MiamiDadePark,County,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.34246272,25.72915467,Blue Lakes Park,4225 SW 92ND AVE,MIAMI,33165,6,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.34726272,25.64813465,Briar Bay Golf Course,9399 SW 134TH ST,MIAMI,33176,39.7,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.34355272,25.64397465,Briar Bay Linear Park,9275 SW 136TH ST,MIAMI,33176,10.38,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.34056272,25.65003465,Briar Bay Park,9000 SW 128TH ST,MIAMI,33176,4.66,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.2549527,25.8542547,Broadmoor Park,8731 NW 35TH CT,MIAMI,33147,1.88,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.22736269,25.8374847,Broadway Park,6920 NW 18TH AVE,MIAMI,33147,0.5,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.31234271,25.74726468,Brothers To The Rescue Memorial Park,2420 SW 72ND AVE,MIAMI,33155,5.7,MiamiDadePark,County,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.39805274,25.57934463,Charles Burr Park,20200 SW 127TH AVE,MIAMI,33177,4,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.41407274,25.55767463,PLANT,22200 SW 137TH AVE,MIAMI,33170,69.18,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.51244276,25.41937459,Plaza Licenciado Benito Juarez,19825 SW 376TH ST,MIAMI,33034,10,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.39741273,25.53344462,Princetonian Park,12755 SW 252ND TER,MIAMI,33032,6.5,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.37499273,25.59446464,Quail Roost Park,11336 QUAIL ROOST DR,MIAMI,33157,3.13,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.2728427,25.65836466,R. Hardy Matheson Preserve,11191 SNAPPER CREEK RD,CORAL GABLES,33156,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.49228276,25.53382462,Redland Fruit & Spice Park,24801 SW 187TH AVE,MIAMI,33031,36.59,MiamiDadePark,County,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.37335273,25.63514465,Richmond Triangle Park,14375 BOGGS DR,MIAMI,33176,0.73,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.33353273,25.94930473,Spanish Lake,19405 NW 82ND AVE,MIAMI,33015,6.49,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.31172271,25.70358467,Sudlow Park,7281 SW 72ND ST,MIAMI,33143,1.12,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.42958275,25.67441466,Sugarwood Park,14551 SW 100TH ST,MIAMI,33186,7.72,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.2419527,25.8373047,27th Avenue Teen Center (Boxing),6940 NW 27TH AVE,MIAMI,33147,1.44,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.19902268,25.85066471,Soar Park,120 NW 83RD ST,MIAMI,33150,2.9,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.45626275,25.50558461,South Dade Park,16350 SW 280TH ST,MIAMI,33033,8.61,MiamiDadePark,County,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.37944273,25.57324463,South Miami Heights Park,20800 SW 117TH AVE,MIAMI,33177,5.67,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.38979274,25.73822467,Southern Estates Park,12199 SW 34TH ST,MIAMI,33175,7.82,MiamiDadePark,County,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.16015267,25.73629468,Virginia Key,3701 RICKENBACKER CSWY,MIAMI,33149,73.23,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.36939273,25.63423465,Walter A.White Park,10804 PERRY DR,MIAMI,33176,1.75,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.43648275,25.68065466,Water Oaks Park,9100 HAMMOCKS BLVD,MIAMI,33196,5,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.42986275,25.70662466,West Kendale Lakes Park,6400 KENDALE LAKES DR,MIAMI,33183,5.02,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
-80.33561272,25.66726466,Killian Library Park,1161 SW 87TH CT,MIAMI,33176,3.42,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.46129276,25.69374466,Sun Lakes Park,SW 167TH AVE  &  SW 78TH ST,MIAMI,33193,7.12,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
-80.33070272,25.71014467,Sunkist Park,8401 SW 64TH ST,MIAMI,33143,0.77,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.31377272,25.76118468,Sunset Heights Park,960 SW 73RD AVE,MIAMI,33144,0.32,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.22076269,25.8318547,Martin Luther King Blvd (NW 62 ST),6100 NW 32ND CT,MIAMI,33150,0,MiamiDadePark,County,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.22465269,25.85350471,Arcola Park,1680 NW 87TH ST,MIAMI,33147,4.02,MiamiDadePark,County,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
